Temperature_C,pH,Turbidity_NTU,Rainfall_mm,Water_Safe
22.49080237694725,6.785117051207718,336.6787941102401,37.02658576772393,0
34.01428612819832,6.740936397215999,398.54401719849477,108.38018947567163,0
29.6398788362281,8.71876374156311,125.98348149745699,174.58916717528166,0
26.973169683940732,6.748638599548518,312.8121757038925,146.44497728191223,0
18.12037280884873,6.815849178385893,286.3012455887306,161.31222957228994,0
18.119890406724053,8.278194787253891,416.5823580173473,131.75667334214347,0
16.161672243363988,7.34921952735162,453.137443180149,138.4553129035705,0
32.3235229154987,8.330131670865544,7.066228967216017,169.83913031306386,1
27.022300234864176,6.196098472693156,337.33593961033756,49.93360177183719,0
29.16145155592091,7.462713581020153,26.86606376074478,97.88499272862809,1
15.411689885916049,6.100840800549848,274.8804738736006,44.241888363920445,0
34.39819704323989,6.187959610366064,144.5287317927954,197.5336015993294,0
31.648852816008436,8.719312360033232,154.08152316154846,188.81186793732266,0
19.246782213565524,6.4177361133527855,177.12629322272593,7.88536227370118,0
18.636499344142013,7.5972620468256515,311.02493207575543,141.11503450313768,0
18.668090197068675,7.23328680780212,167.69093286871583,185.04966348313317,0
21.084844859190753,7.042029978776528,366.61682624454994,36.11506902546671,0
25.495128632644757,8.699500037061817,202.85916540136097,113.5890461105259,0
23.638900372842315,6.065470190326469,35.10824695466935,183.09765951760838,0
20.824582803960837,7.991369058526767,392.0961613995695,6.789195717159768,0
27.237057894447588,8.89018330264065,143.5934039717603,139.484053449368,0
17.789877213040835,7.680504550385526,216.95067292003205,59.469801474510156,0
20.842892970704362,8.810467386099276,343.0364977277289,184.8792390753061,0
22.327236865873836,6.1567736378580715,166.8956224172073,194.21164903307354,0
24.12139968434072,7.256379957222484,29.236242417211095,188.85329782268678,1
30.703519227860273,6.780473372886154,187.586602459394,94.84284333149276,0
18.993475643167194,8.192462894942189,472.2798427644574,172.4085301978627,0
25.284688768272233,8.94389127149174,321.22546425198055,168.90987970701408,0
26.848291377240848,6.769590187332743,336.0680951849363,63.82009464865113,0
15.929008254399955,7.962523804422224,316.5087946651823,165.78309483013547,0
27.150897038028766,6.59429289827922,100.29707734075896,7.401526943098524,0
18.41048247374583,7.69599076371483,209.74859818703777,119.2539756964106,0
16.30103185970559,7.391797460065009,375.7189593832958,46.00176745754061,0
33.977710745066666,8.91601598889461,51.58507587902641,24.113377155455762,0
34.31264066149119,7.8255818180893995,139.6485352687664,15.390640325841831,0
31.16794696232922,7.048519116260456,138.88323512446095,139.25775517562795,0
21.092275383467413,6.3422873546638,216.57744486965848,67.97499275361322,0
16.95344228012768,6.453740486204803,490.20400173015037,144.9533543057523,0
28.684660530243136,6.675950789853705,34.68377079522715,13.071268159788474,1
23.803049874792027,6.752899984020894,259.8317961959169,63.05806756612207,0
17.440764696895577,8.551848173523414,90.50297632409301,107.89825847506745,0
24.903538202225405,7.683668364847575,485.3675961594623,158.14463296779272,0
15.687770422304368,7.5701727341230995,57.53844885900464,63.750500586413985,0
33.186408041575646,6.344306615607652,202.39690017843404,125.17827528740182,0
20.17559963200034,8.580419080048305,369.2046074324685,177.1955496472374,0
28.25044568707964,8.168442909625451,352.5726595856952,123.17263763646092,0
21.23422152178822,6.2030050857000045,211.9415898100722,46.591894950726754,0
25.401360423556216,8.123505291689305,173.91555980840639,4.880156311307604,0
25.934205586865595,7.630614652027939,199.40857689788243,174.01977478018597,0
18.69708911051054,6.245176037240335,132.873855316161,4.253882170077428,0
34.39169255529117,7.37490192458597,103.4611364146931,174.94033453683988,0
30.50265646722229,7.454088861390141,242.0368090818861,105.7874268054424,0
33.78997883128378,6.497323620489827,134.99834427773607,187.81353970257925,0
32.89654700855297,8.837094441000847,144.4433707837278,159.7566471547331,0
26.957999576221702,8.549926114441986,328.721275673804,199.58682210666748,0
